ledger,domain,case_id,metric,value,unit,software_meaning,hardware_implication
ABSTRACT_STRUCTURE,LINEAGE,FULL_SUPPORT_U1024,dense_pev_words,16,uint64_words,"Concrete managed dense-bitset storage words, excluding object metadata.",SOFTWARE_LAYOUT_ONLY__NAND_DFF_PPA_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,LINEAGE,FULL_SUPPORT_U1024,explicit_set_canonical_utf8_bytes,88229,bytes,Canonical host receipt under COMPACT_UTF8_JSON_V1__CAMEL_CASE__ENUM_STRINGS__ALL_NUMBERS_AS_CANONICAL_STRINGS__BIGINTEGER_DECIMAL__NO_BOM.,HOST_SERIALIZATION_ONLY__HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,LINEAGE,FULL_SUPPORT_U1024,raw_prime_product_canonical_utf8_bytes,91877,bytes,Canonical host receipt under COMPACT_UTF8_JSON_V1__CAMEL_CASE__ENUM_STRINGS__ALL_NUMBERS_AS_CANONICAL_STRINGS__BIGINTEGER_DECIMAL__NO_BOM.,HOST_SERIALIZATION_ONLY__HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,LINEAGE,FULL_SUPPORT_U1024,sparse_exponent_canonical_utf8_bytes,109720,bytes,Canonical host receipt under COMPACT_UTF8_JSON_V1__CAMEL_CASE__ENUM_STRINGS__ALL_NUMBERS_AS_CANONICAL_STRINGS__BIGINTEGER_DECIMAL__NO_BOM.,HOST_SERIALIZATION_ONLY__HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,LINEAGE,FULL_SUPPORT_U1024,dense_pev_canonical_utf8_bytes,518,bytes,Canonical host receipt under COMPACT_UTF8_JSON_V1__CAMEL_CASE__ENUM_STRINGS__ALL_NUMBERS_AS_CANONICAL_STRINGS__BIGINTEGER_DECIMAL__NO_BOM.,HOST_SERIALIZATION_ONLY__HARDWARE_NOT_MEASURED
PHYSICAL_HARDWARE_IMPLICATION,PHYSICAL,FULL_SUPPORT_U1024,materialized_raw_product_datapath_width,11583,bits,Conceptual datapath width copied from the exact abstract product width; no circuit was built.,VARIABLE_WIDTH_DATAPATH_REQUIRED__NAND_DFF_PPA_NOT_MEASURED
PHYSICAL_HARDWARE_IMPLICATION,PHYSICAL,FULL_SUPPORT_U1024,dense_pev_state_width,1024,bits,Conceptual fixed-registry presence state width; no register bank was built.,DENSE_STATE_WIDTH_ONLY__NAND_DFF_PPA_NOT_MEASURED
PHYSICAL_HARDWARE_IMPLICATION,PHYSICAL,FULL_SUPPORT_U1024,conceptual_boolean_union_intersection_depth,1,boolean_levels,One dependency level of bitwise AND or OR before gate mapping; no timing path was built.,CONCEPTUAL_PARALLEL_BOOLEAN_DEPTH_1__NAND_DFF_PPA_NOT_MEASURED
PHYSICAL_HARDWARE_IMPLICATION,PHYSICAL,FULL_SUPPORT_U1024,sparse_lookup_routing_entries,1024,entries,Full-support lookup and routing obligation; no sparse hardware was built.,SPARSE_LOOKUP_AND_ROUTING_REQUIRED__NAND_DFF_PPA_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,A_B_PLUS_C_D,reachable_dag_nodes,7,nodes,Persistent derivation object retains pairing hidden by support/multiplicity projections.,GRAPH_MEMORY_AND_HASH_TRAFFIC__NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,A_B_PLUS_C_D,reachable_dag_edges,6,edges,Replay and retraction traversal obligation.,GRAPH_MEMORY_AND_HASH_TRAFFIC__NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,A_B_PLUS_C_D,maximum_depth,3,nodes,Maximum reachable derivation depth.,GRAPH_MEMORY_AND_HASH_TRAFFIC__NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,A_B_PLUS_C_D,campaign_hash_cons_reuse,7,reuse_events,Global reuse events in the named campaign DAG before the metric snapshot; not intrinsic to this root.,HASH_TABLE_AND_MEMORY_COST_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,A_B_PLUS_C_D,active_atoms,4,atoms,Unique active source occurrences.,STATE_ACTIVITY_AND_SWITCHING_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,A_B_PLUS_C_D,syntactic_occurrences,4,occurrences,Total source occurrences across the positive expression.,EXPONENT_STORAGE_COST_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,RETRACTION_BOUNDARY,constructed_transform_nodes,1,nodes,One explicit opaque transform is constructed for the noninvertible retraction boundary.,TRANSFORM_IMPLEMENTATION_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,LINEAGE,A_B_PLUS_C_D,reachable_dag_receipt_canonical_utf8_bytes,2344,bytes,Canonical host receipt under COMPACT_UTF8_JSON_V1__CAMEL_CASE__ENUM_STRINGS__ALL_NUMBERS_AS_CANONICAL_STRINGS__BIGINTEGER_DECIMAL__NO_BOM.,HOST_SERIALIZATION_ONLY__HARDWARE_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE_LOSS,EXPLICIT_SET_SUPPORT,declared_information_loss,"Multiplicity, joint-versus-alternative structure, operation order, payload, authenticity, and authority.",loss_contract,Semantic information deliberately absent from this projection or receipt.,SEMANTIC_LOSS_ONLY__HARDWARE_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE_LOSS,MULTIPLICITY_PROJECTION,declared_information_loss,"Grouping into joint terms, alternative branches, operation order, payload, authenticity, and authority.",loss_contract,Semantic information deliberately absent from this projection or receipt.,SEMANTIC_LOSS_ONLY__HARDWARE_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE_LOSS,RAW_PRIME_PRODUCT_SUPPORT,declared_information_loss,"Joint-versus-alternative structure, operation history, payload, issuer authenticity, and registry-free meaning.",loss_contract,Semantic information deliberately absent from this projection or receipt.,SEMANTIC_LOSS_ONLY__HARDWARE_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE_LOSS,SPARSE_ATOM_EXPONENTS,declared_information_loss,"Joint-versus-alternative grouping, operation history, payload, authenticity, and unregistered atoms.",loss_contract,Semantic information deliberately absent from this projection or receipt.,SEMANTIC_LOSS_ONLY__HARDWARE_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE_LOSS,DENSE_BINARY_PEV_SUPPORT,declared_information_loss,"Multiplicity, joint-versus-alternative structure, operation history, payload, authenticity, and cross-epoch meaning.",loss_contract,Semantic information deliberately absent from this projection or receipt.,SEMANTIC_LOSS_ONLY__HARDWARE_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE_LOSS,PERSISTENT_TYPED_DAG,declared_information_loss,"Issuer authenticity, empirical validity, and external payload availability remain outside the graph receipt.",loss_contract,Semantic information deliberately absent from this projection or receipt.,SEMANTIC_LOSS_ONLY__HARDWARE_NOT_MEASURED
PHYSICAL_HARDWARE_IMPLICATION,PHYSICAL,A_B_PLUS_C_D,dag_hash_memory_traffic_obligation,1,declared_obligation,The retained graph requires node/hash storage and traversal if physically materialized; traffic was not measured.,DAG_AND_HASH_MEMORY_TRAFFIC_REQUIRED__NAND_DFF_PPA_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,LINEAGE,CANONICAL_DAG_DIAGNOSTIC,map_reads,123,operations,Instrumented instance counter under the declared canonical diagnostic scope.,HOST_IMPLEMENTATION_COUNTER__NAND_DFF_PPA_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,LINEAGE,CANONICAL_DAG_DIAGNOSTIC,map_writes,86,operations,Instrumented instance counter under the declared canonical diagnostic scope.,HOST_IMPLEMENTATION_COUNTER__NAND_DFF_PPA_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,LINEAGE,CANONICAL_DAG_DIAGNOSTIC,semantic_hash_computations,14,operations,Instrumented instance counter under the declared canonical diagnostic scope.,HOST_IMPLEMENTATION_COUNTER__NAND_DFF_PPA_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,LINEAGE,CANONICAL_DAG_DIAGNOSTIC,dag_node_visits,35,visits_after_memo_miss,Instrumented instance counter under the declared canonical diagnostic scope.,HOST_IMPLEMENTATION_COUNTER__NAND_DFF_PPA_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,CANONICAL_DAG_DIAGNOSTIC,projection_queries,4,queries,Instrumented instance counter under the declared canonical diagnostic scope.,HOST_IMPLEMENTATION_COUNTER__NAND_DFF_PPA_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,LINEAGE,CANONICAL_DAG_DIAGNOSTIC,cache_verification_requests,2,requests,Instrumented instance counter under the declared canonical diagnostic scope.,HOST_IMPLEMENTATION_COUNTER__NAND_DFF_PPA_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,LINEAGE,CANONICAL_DAG_DIAGNOSTIC,cache_verification_passes,2,passes,Instrumented instance counter under the declared canonical diagnostic scope.,HOST_IMPLEMENTATION_COUNTER__NAND_DFF_PPA_NOT_MEASURED
ABSTRACT_STRUCTURE,FUSION,ABC_EXACT_CYCLE,unique_active_atoms,3,atoms,Exact unique source occurrences retained by the centralized oracle state.,DISTRIBUTED_STORAGE_TRANSFER_AND_HARDWARE_COST_NOT_MEASURED
ABSTRACT_STRUCTURE,FUSION,ABC_EXACT_CYCLE,exact_payload_dependencies,3,payloads,Exact fusion remains replay-dependent on every unique atomic likelihood payload.,DISTRIBUTED_STORAGE_TRANSFER_AND_HARDWARE_COST_NOT_MEASURED
ABSTRACT_STRUCTURE,FUSION,AB_MERGE_BC,exact_overlap_payload_dependencies,1,payloads,Shared ancestry identity and its exact likelihood payload are separate obligations.,DISTRIBUTED_STORAGE_TRANSFER_AND_HARDWARE_COST_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,FUSION,ABC_EXACT_CYCLE,canonical_state_receipt_utf8_bytes,2574,bytes,Canonical host receipt under COMPACT_UTF8_JSON_V1__CAMEL_CASE__ENUM_STRINGS__ALL_NUMBERS_AS_CANONICAL_STRINGS__BIGINTEGER_DECIMAL__NO_BOM.,HOST_SERIALIZATION_ONLY__HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,AUDIO,JUST_FIFTH_3_2_FROM_220_HZ,pcm_payload,16044,bytes,Exact requested ratio retained beside approximate PCM16 readout.,DAC_TRANSDUCER_ROOM_AND_PERCEPTION_NOT_MEASURED
