family,workload,implementation,policy,bank_size,events,operations,status,failures,partial_outputs,ingress_remainders,ingress_divisions,native_bank_nands,modeled_binary_nands,cofactor_adds,cofactor_multiplies,cofactor_divides,cofactor_remainders,cofactor_gcds,maintenance_remainders,maintenance_divisions,migrations,egress_reconstruction_multiplies,lane_reads,lane_writes,average_payload_bits,catalog_bits_unamortized,output_obligation,interpretation
A,A010_PILOT,HYBRID_LAZY,FIRST_K,32,256,256,BOUNDED_PASS,0,256,17698,1314,3538944,0,256,1794,0,0,0,0,0,0,238,24576,24576,684,184,magnitude-final for every sum,Phase-separated exact hybrid receipt
A,A010_PILOT,HYBRID_LAZY,SELECTED_K,32,256,256,BOUNDED_PASS,0,256,17698,1314,3538944,0,256,1794,0,0,0,0,0,0,238,24576,24576,684,184,magnitude-final for every sum,Phase-separated exact hybrid receipt
A,A010_PILOT,HYBRID_LAZY,ADAPTIVE_LRU_K_NO_ELIGIBLE_MAG_REFERENCE,32,256,256,BOUNDED_PASS,0,256,17698,1314,3538944,0,256,1794,0,0,0,0,0,0,238,24576,24576,684,184,magnitude-final for every sum,MAG ingress exposes no unbanked factor identity; registered LRU cannot adapt in this cell
X,X020_PILOT,BIN_EXACT,NONE,0,128,256,BOUNDED_PASS,0,0,0,0,0,638224,128,128,0,0,0,0,0,0,0,0,0,12,0,magnitude-final for multiply-add,"Optimized BigInteger is the executable baseline; NAND count is a transparent schoolbook/add proxy, not its implementation"
X,X020_PILOT,SPARSE_FULL,FULL_TRIAL_FACTOR_CONTROL,0,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for multiply-add,Pilot has no independently executable full-factor-map operation/output replay; oracle arithmetic is not charged as a comparator
X,X020_PILOT,B000_DENSE,FIRST_K,4,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for multiply-add,Build 000 pure positive coordinate operations do not implement this signed/cofactor workload contract
X,X020_PILOT,B000_DENSE,SELECTED_K,4,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for multiply-add,Build 000 pure positive coordinate operations do not implement this signed/cofactor workload contract
X,X020_PILOT,B000_SPARSE,FIRST_K,4,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for multiply-add,Build 000 sparse type has compose accounting but no exact sparse cancellation replay; dense gate costs are not relabeled as sparse
X,X020_PILOT,B000_SPARSE,SELECTED_K,4,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for multiply-add,Build 000 sparse type has compose accounting but no exact sparse cancellation replay; dense gate costs are not relabeled as sparse
X,X020_PILOT,B000_DENSE,FIRST_K,8,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for multiply-add,Build 000 pure positive coordinate operations do not implement this signed/cofactor workload contract
X,X020_PILOT,B000_DENSE,SELECTED_K,8,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for multiply-add,Build 000 pure positive coordinate operations do not implement this signed/cofactor workload contract
X,X020_PILOT,B000_SPARSE,FIRST_K,8,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for multiply-add,Build 000 sparse type has compose accounting but no exact sparse cancellation replay; dense gate costs are not relabeled as sparse
X,X020_PILOT,B000_SPARSE,SELECTED_K,8,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for multiply-add,Build 000 sparse type has compose accounting but no exact sparse cancellation replay; dense gate costs are not relabeled as sparse
X,X020_PILOT,B000_DENSE,FIRST_K,16,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for multiply-add,Build 000 pure positive coordinate operations do not implement this signed/cofactor workload contract
X,X020_PILOT,B000_DENSE,SELECTED_K,16,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for multiply-add,Build 000 pure positive coordinate operations do not implement this signed/cofactor workload contract
X,X020_PILOT,B000_SPARSE,FIRST_K,16,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for multiply-add,Build 000 sparse type has compose accounting but no exact sparse cancellation replay; dense gate costs are not relabeled as sparse
X,X020_PILOT,B000_SPARSE,SELECTED_K,16,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for multiply-add,Build 000 sparse type has compose accounting but no exact sparse cancellation replay; dense gate costs are not relabeled as sparse
X,X020_PILOT,B000_DENSE,FIRST_K,32,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for multiply-add,Build 000 pure positive coordinate operations do not implement this signed/cofactor workload contract
X,X020_PILOT,B000_DENSE,SELECTED_K,32,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for multiply-add,Build 000 pure positive coordinate operations do not implement this signed/cofactor workload contract
X,X020_PILOT,B000_SPARSE,FIRST_K,32,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for multiply-add,Build 000 sparse type has compose accounting but no exact sparse cancellation replay; dense gate costs are not relabeled as sparse
X,X020_PILOT,B000_SPARSE,SELECTED_K,32,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for multiply-add,Build 000 sparse type has compose accounting but no exact sparse cancellation replay; dense gate costs are not relabeled as sparse
X,X020_PILOT,HYBRID_EAGER,NONE,0,128,256,BOUNDED_PASS,0,0,0,0,0,594304,128,128,0,0,0,0,0,0,0,0,0,14,0,magnitude-final for multiply-add,Phase-separated exact hybrid receipt
X,X020_PILOT,HYBRID_EAGER,FIRST_K,4,128,256,BOUNDED_PASS,0,116,2311,775,345216,418208,128,933,0,0,0,312,94,0,334,2778,2778,95,10,magnitude-final for multiply-add,Phase-separated exact hybrid receipt
X,X020_PILOT,HYBRID_EAGER,SELECTED_K,4,128,256,BOUNDED_PASS,0,116,2311,775,345216,418208,128,933,0,0,0,312,94,0,334,2778,2778,95,10,magnitude-final for multiply-add,Phase-separated exact hybrid receipt
X,X020_PILOT,HYBRID_EAGER,ADAPTIVE_LRU_K_NO_ELIGIBLE_MAG_REFERENCE,4,128,256,BOUNDED_PASS,0,116,2311,775,345216,418208,128,933,0,0,0,312,94,0,334,2778,2778,95,10,magnitude-final for multiply-add,MAG ingress exposes no unbanked factor identity; registered LRU cannot adapt in this cell
X,X020_PILOT,HYBRID_EAGER,FIRST_K,8,128,256,BOUNDED_PASS,0,128,3961,889,690816,372384,128,1130,0,0,0,759,124,0,399,5755,5755,178,28,magnitude-final for multiply-add,Phase-separated exact hybrid receipt
X,X020_PILOT,HYBRID_EAGER,SELECTED_K,8,128,256,BOUNDED_PASS,0,128,3961,889,690816,372384,128,1130,0,0,0,759,124,0,399,5755,5755,178,28,magnitude-final for multiply-add,Phase-separated exact hybrid receipt
X,X020_PILOT,HYBRID_EAGER,ADAPTIVE_LRU_K_NO_ELIGIBLE_MAG_REFERENCE,8,128,256,BOUNDED_PASS,0,128,3961,889,690816,372384,128,1130,0,0,0,759,124,0,399,5755,5755,178,28,magnitude-final for multiply-add,MAG ingress exposes no unbanked factor identity; registered LRU cannot adapt in this cell
X,X020_PILOT,HYBRID_EAGER,FIRST_K,16,128,256,BOUNDED_PASS,0,128,7112,968,1382016,338080,128,1282,0,0,0,1732,148,0,449,11824,11824,345,73,magnitude-final for multiply-add,Phase-separated exact hybrid receipt
X,X020_PILOT,HYBRID_EAGER,SELECTED_K,16,128,256,BOUNDED_PASS,0,128,7112,968,1382016,338080,128,1282,0,0,0,1732,148,0,449,11824,11824,345,73,magnitude-final for multiply-add,Phase-separated exact hybrid receipt
X,X020_PILOT,HYBRID_EAGER,ADAPTIVE_LRU_K_NO_ELIGIBLE_MAG_REFERENCE,16,128,256,BOUNDED_PASS,0,128,7112,968,1382016,338080,128,1282,0,0,0,1732,148,0,449,11824,11824,345,73,magnitude-final for multiply-add,MAG ingress exposes no unbanked factor identity; registered LRU cannot adapt in this cell
X,X020_PILOT,HYBRID_EAGER,FIRST_K,32,128,256,BOUNDED_PASS,0,128,13335,1047,2764416,306176,128,1436,0,0,0,3730,175,0,505,24035,24035,680,184,magnitude-final for multiply-add,Phase-separated exact hybrid receipt
X,X020_PILOT,HYBRID_EAGER,SELECTED_K,32,128,256,BOUNDED_PASS,0,128,13335,1047,2764416,306176,128,1436,0,0,0,3730,175,0,505,24035,24035,680,184,magnitude-final for multiply-add,Phase-separated exact hybrid receipt
X,X020_PILOT,HYBRID_EAGER,ADAPTIVE_LRU_K_NO_ELIGIBLE_MAG_REFERENCE,32,128,256,BOUNDED_PASS,0,128,13335,1047,2764416,306176,128,1436,0,0,0,3730,175,0,505,24035,24035,680,184,magnitude-final for multiply-add,MAG ingress exposes no unbanked factor identity; registered LRU cannot adapt in this cell
X,X020_PILOT,HYBRID_LAZY,NONE,0,128,256,BOUNDED_PASS,0,0,0,0,0,594304,128,128,0,0,0,0,0,0,0,0,0,14,0,magnitude-final for multiply-add,Phase-separated exact hybrid receipt
X,X020_PILOT,HYBRID_LAZY,FIRST_K,4,128,256,BOUNDED_PASS,0,116,2311,775,345216,418208,128,933,0,0,0,0,0,0,193,2560,2560,95,10,magnitude-final for multiply-add,Phase-separated exact hybrid receipt
X,X020_PILOT,HYBRID_LAZY,SELECTED_K,4,128,256,BOUNDED_PASS,0,116,2311,775,345216,418208,128,933,0,0,0,0,0,0,193,2560,2560,95,10,magnitude-final for multiply-add,Phase-separated exact hybrid receipt
X,X020_PILOT,HYBRID_LAZY,ADAPTIVE_LRU_K_NO_ELIGIBLE_MAG_REFERENCE,4,128,256,BOUNDED_PASS,0,116,2311,775,345216,418208,128,933,0,0,0,0,0,0,193,2560,2560,95,10,magnitude-final for multiply-add,MAG ingress exposes no unbanked factor identity; registered LRU cannot adapt in this cell
X,X020_PILOT,HYBRID_LAZY,FIRST_K,8,128,256,BOUNDED_PASS,0,128,3961,889,690816,372384,128,1130,0,0,0,0,0,0,205,5120,5120,178,28,magnitude-final for multiply-add,Phase-separated exact hybrid receipt
X,X020_PILOT,HYBRID_LAZY,SELECTED_K,8,128,256,BOUNDED_PASS,0,128,3961,889,690816,372384,128,1130,0,0,0,0,0,0,205,5120,5120,178,28,magnitude-final for multiply-add,Phase-separated exact hybrid receipt
X,X020_PILOT,HYBRID_LAZY,ADAPTIVE_LRU_K_NO_ELIGIBLE_MAG_REFERENCE,8,128,256,BOUNDED_PASS,0,128,3961,889,690816,372384,128,1130,0,0,0,0,0,0,205,5120,5120,178,28,magnitude-final for multiply-add,MAG ingress exposes no unbanked factor identity; registered LRU cannot adapt in this cell
X,X020_PILOT,HYBRID_LAZY,FIRST_K,16,128,256,BOUNDED_PASS,0,128,7112,968,1382016,338080,128,1282,0,0,0,0,0,0,207,10240,10240,345,73,magnitude-final for multiply-add,Phase-separated exact hybrid receipt
X,X020_PILOT,HYBRID_LAZY,SELECTED_K,16,128,256,BOUNDED_PASS,0,128,7112,968,1382016,338080,128,1282,0,0,0,0,0,0,207,10240,10240,345,73,magnitude-final for multiply-add,Phase-separated exact hybrid receipt
X,X020_PILOT,HYBRID_LAZY,ADAPTIVE_LRU_K_NO_ELIGIBLE_MAG_REFERENCE,16,128,256,BOUNDED_PASS,0,128,7112,968,1382016,338080,128,1282,0,0,0,0,0,0,207,10240,10240,345,73,magnitude-final for multiply-add,MAG ingress exposes no unbanked factor identity; registered LRU cannot adapt in this cell
X,X020_PILOT,HYBRID_LAZY,FIRST_K,32,128,256,BOUNDED_PASS,0,128,13335,1047,2764416,306176,128,1436,0,0,0,0,0,0,209,20480,20480,680,184,magnitude-final for multiply-add,Phase-separated exact hybrid receipt
X,X020_PILOT,HYBRID_LAZY,SELECTED_K,32,128,256,BOUNDED_PASS,0,128,13335,1047,2764416,306176,128,1436,0,0,0,0,0,0,209,20480,20480,680,184,magnitude-final for multiply-add,Phase-separated exact hybrid receipt
X,X020_PILOT,HYBRID_LAZY,ADAPTIVE_LRU_K_NO_ELIGIBLE_MAG_REFERENCE,32,128,256,BOUNDED_PASS,0,128,13335,1047,2764416,306176,128,1436,0,0,0,0,0,0,209,20480,20480,680,184,magnitude-final for multiply-add,MAG ingress exposes no unbanked factor identity; registered LRU cannot adapt in this cell
T,T010_PILOT,BIN_EXACT,NONE,0,128,256,BOUNDED_PASS,0,0,0,0,0,526384,128,128,0,0,0,0,0,0,0,0,0,7,0,magnitude-final for outside-bank multiply-add,"Optimized BigInteger is the executable baseline; NAND count is a transparent schoolbook/add proxy, not its implementation"
T,T010_PILOT,SPARSE_FULL,FULL_TRIAL_FACTOR_CONTROL,0,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for outside-bank multiply-add,Pilot has no independently executable full-factor-map operation/output replay; oracle arithmetic is not charged as a comparator
T,T010_PILOT,B000_DENSE,FIRST_K,4,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for outside-bank multiply-add,Build 000 pure positive coordinate operations do not implement this signed/cofactor workload contract
T,T010_PILOT,B000_DENSE,SELECTED_K,4,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for outside-bank multiply-add,Build 000 pure positive coordinate operations do not implement this signed/cofactor workload contract
T,T010_PILOT,B000_SPARSE,FIRST_K,4,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for outside-bank multiply-add,Build 000 sparse type has compose accounting but no exact sparse cancellation replay; dense gate costs are not relabeled as sparse
T,T010_PILOT,B000_SPARSE,SELECTED_K,4,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for outside-bank multiply-add,Build 000 sparse type has compose accounting but no exact sparse cancellation replay; dense gate costs are not relabeled as sparse
T,T010_PILOT,B000_DENSE,FIRST_K,8,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for outside-bank multiply-add,Build 000 pure positive coordinate operations do not implement this signed/cofactor workload contract
T,T010_PILOT,B000_DENSE,SELECTED_K,8,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for outside-bank multiply-add,Build 000 pure positive coordinate operations do not implement this signed/cofactor workload contract
T,T010_PILOT,B000_SPARSE,FIRST_K,8,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for outside-bank multiply-add,Build 000 sparse type has compose accounting but no exact sparse cancellation replay; dense gate costs are not relabeled as sparse
T,T010_PILOT,B000_SPARSE,SELECTED_K,8,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for outside-bank multiply-add,Build 000 sparse type has compose accounting but no exact sparse cancellation replay; dense gate costs are not relabeled as sparse
T,T010_PILOT,B000_DENSE,FIRST_K,16,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for outside-bank multiply-add,Build 000 pure positive coordinate operations do not implement this signed/cofactor workload contract
T,T010_PILOT,B000_DENSE,SELECTED_K,16,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for outside-bank multiply-add,Build 000 pure positive coordinate operations do not implement this signed/cofactor workload contract
T,T010_PILOT,B000_SPARSE,FIRST_K,16,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for outside-bank multiply-add,Build 000 sparse type has compose accounting but no exact sparse cancellation replay; dense gate costs are not relabeled as sparse
T,T010_PILOT,B000_SPARSE,SELECTED_K,16,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for outside-bank multiply-add,Build 000 sparse type has compose accounting but no exact sparse cancellation replay; dense gate costs are not relabeled as sparse
T,T010_PILOT,B000_DENSE,FIRST_K,32,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for outside-bank multiply-add,Build 000 pure positive coordinate operations do not implement this signed/cofactor workload contract
T,T010_PILOT,B000_DENSE,SELECTED_K,32,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for outside-bank multiply-add,Build 000 pure positive coordinate operations do not implement this signed/cofactor workload contract
T,T010_PILOT,B000_SPARSE,FIRST_K,32,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for outside-bank multiply-add,Build 000 sparse type has compose accounting but no exact sparse cancellation replay; dense gate costs are not relabeled as sparse
T,T010_PILOT,B000_SPARSE,SELECTED_K,32,128,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for outside-bank multiply-add,Build 000 sparse type has compose accounting but no exact sparse cancellation replay; dense gate costs are not relabeled as sparse
T,T010_PILOT,HYBRID_EAGER,NONE,0,128,256,BOUNDED_PASS,0,0,0,0,0,484864,128,128,0,0,0,0,0,0,0,0,0,9,0,magnitude-final for outside-bank multiply-add,Phase-separated exact hybrid receipt
T,T010_PILOT,HYBRID_EAGER,FIRST_K,4,128,256,BOUNDED_PASS,0,128,1536,0,345216,484864,128,128,0,0,0,944,432,0,704,3072,3072,93,10,magnitude-final for outside-bank multiply-add,Phase-separated exact hybrid receipt
T,T010_PILOT,HYBRID_EAGER,SELECTED_K,4,128,256,BOUNDED_PASS,0,128,1536,0,345216,484864,128,128,0,0,0,544,32,0,64,3072,3072,93,32,magnitude-final for outside-bank multiply-add,Phase-separated exact hybrid receipt
T,T010_PILOT,HYBRID_EAGER,ADAPTIVE_LRU_K_NO_ELIGIBLE_MAG_REFERENCE,4,128,256,BOUNDED_PASS,0,128,1536,0,345216,484864,128,128,0,0,0,944,432,0,704,3072,3072,93,10,magnitude-final for outside-bank multiply-add,MAG ingress exposes no unbanked factor identity; registered LRU cannot adapt in this cell
T,T010_PILOT,HYBRID_EAGER,FIRST_K,8,128,256,BOUNDED_PASS,0,128,3072,0,690816,484864,128,128,0,0,0,1488,464,0,768,6144,6144,177,28,magnitude-final for outside-bank multiply-add,Phase-separated exact hybrid receipt
T,T010_PILOT,HYBRID_EAGER,SELECTED_K,8,128,256,BOUNDED_PASS,0,128,3072,0,690816,484864,128,128,0,0,0,1056,32,0,64,6144,6144,177,64,magnitude-final for outside-bank multiply-add,Phase-separated exact hybrid receipt
T,T010_PILOT,HYBRID_EAGER,ADAPTIVE_LRU_K_NO_ELIGIBLE_MAG_REFERENCE,8,128,256,BOUNDED_PASS,0,128,3072,0,690816,484864,128,128,0,0,0,1488,464,0,768,6144,6144,177,28,magnitude-final for outside-bank multiply-add,MAG ingress exposes no unbanked factor identity; registered LRU cannot adapt in this cell
T,T010_PILOT,HYBRID_EAGER,FIRST_K,16,128,256,BOUNDED_PASS,0,128,6144,0,1382016,484864,128,128,0,0,0,2528,480,0,800,12288,12288,345,73,magnitude-final for outside-bank multiply-add,Phase-separated exact hybrid receipt
T,T010_PILOT,HYBRID_EAGER,SELECTED_K,16,128,256,BOUNDED_PASS,0,128,6144,0,1382016,484864,128,128,0,0,0,2080,32,0,64,12288,12288,345,128,magnitude-final for outside-bank multiply-add,Phase-separated exact hybrid receipt
T,T010_PILOT,HYBRID_EAGER,ADAPTIVE_LRU_K_NO_ELIGIBLE_MAG_REFERENCE,16,128,256,BOUNDED_PASS,0,128,6144,0,1382016,484864,128,128,0,0,0,2528,480,0,800,12288,12288,345,73,magnitude-final for outside-bank multiply-add,MAG ingress exposes no unbanked factor identity; registered LRU cannot adapt in this cell
T,T010_PILOT,HYBRID_EAGER,FIRST_K,32,128,256,BOUNDED_PASS,0,128,12288,0,2764416,484864,128,128,0,0,0,4592,496,0,832,24576,24576,681,184,magnitude-final for outside-bank multiply-add,Phase-separated exact hybrid receipt
T,T010_PILOT,HYBRID_EAGER,SELECTED_K,32,128,256,BOUNDED_PASS,0,128,12288,0,2764416,484864,128,128,0,0,0,4128,32,0,64,24576,24576,681,266,magnitude-final for outside-bank multiply-add,Phase-separated exact hybrid receipt
T,T010_PILOT,HYBRID_EAGER,ADAPTIVE_LRU_K_NO_ELIGIBLE_MAG_REFERENCE,32,128,256,BOUNDED_PASS,0,128,12288,0,2764416,484864,128,128,0,0,0,4592,496,0,832,24576,24576,681,184,magnitude-final for outside-bank multiply-add,MAG ingress exposes no unbanked factor identity; registered LRU cannot adapt in this cell
T,T010_PILOT,HYBRID_LAZY,NONE,0,128,256,BOUNDED_PASS,0,0,0,0,0,484864,128,128,0,0,0,0,0,0,0,0,0,9,0,magnitude-final for outside-bank multiply-add,Phase-separated exact hybrid receipt
T,T010_PILOT,HYBRID_LAZY,FIRST_K,4,128,256,BOUNDED_PASS,0,128,1536,0,345216,484864,128,128,0,0,0,0,0,0,0,2560,2560,93,10,magnitude-final for outside-bank multiply-add,Phase-separated exact hybrid receipt
T,T010_PILOT,HYBRID_LAZY,SELECTED_K,4,128,256,BOUNDED_PASS,0,128,1536,0,345216,484864,128,128,0,0,0,0,0,0,0,2560,2560,93,32,magnitude-final for outside-bank multiply-add,Phase-separated exact hybrid receipt
T,T010_PILOT,HYBRID_LAZY,ADAPTIVE_LRU_K_NO_ELIGIBLE_MAG_REFERENCE,4,128,256,BOUNDED_PASS,0,128,1536,0,345216,484864,128,128,0,0,0,0,0,0,0,2560,2560,93,10,magnitude-final for outside-bank multiply-add,MAG ingress exposes no unbanked factor identity; registered LRU cannot adapt in this cell
T,T010_PILOT,HYBRID_LAZY,FIRST_K,8,128,256,BOUNDED_PASS,0,128,3072,0,690816,484864,128,128,0,0,0,0,0,0,0,5120,5120,177,28,magnitude-final for outside-bank multiply-add,Phase-separated exact hybrid receipt
T,T010_PILOT,HYBRID_LAZY,SELECTED_K,8,128,256,BOUNDED_PASS,0,128,3072,0,690816,484864,128,128,0,0,0,0,0,0,0,5120,5120,177,64,magnitude-final for outside-bank multiply-add,Phase-separated exact hybrid receipt
T,T010_PILOT,HYBRID_LAZY,ADAPTIVE_LRU_K_NO_ELIGIBLE_MAG_REFERENCE,8,128,256,BOUNDED_PASS,0,128,3072,0,690816,484864,128,128,0,0,0,0,0,0,0,5120,5120,177,28,magnitude-final for outside-bank multiply-add,MAG ingress exposes no unbanked factor identity; registered LRU cannot adapt in this cell
T,T010_PILOT,HYBRID_LAZY,FIRST_K,16,128,256,BOUNDED_PASS,0,128,6144,0,1382016,484864,128,128,0,0,0,0,0,0,0,10240,10240,345,73,magnitude-final for outside-bank multiply-add,Phase-separated exact hybrid receipt
T,T010_PILOT,HYBRID_LAZY,SELECTED_K,16,128,256,BOUNDED_PASS,0,128,6144,0,1382016,484864,128,128,0,0,0,0,0,0,0,10240,10240,345,128,magnitude-final for outside-bank multiply-add,Phase-separated exact hybrid receipt
T,T010_PILOT,HYBRID_LAZY,ADAPTIVE_LRU_K_NO_ELIGIBLE_MAG_REFERENCE,16,128,256,BOUNDED_PASS,0,128,6144,0,1382016,484864,128,128,0,0,0,0,0,0,0,10240,10240,345,73,magnitude-final for outside-bank multiply-add,MAG ingress exposes no unbanked factor identity; registered LRU cannot adapt in this cell
T,T010_PILOT,HYBRID_LAZY,FIRST_K,32,128,256,BOUNDED_PASS,0,128,12288,0,2764416,484864,128,128,0,0,0,0,0,0,0,20480,20480,681,184,magnitude-final for outside-bank multiply-add,Phase-separated exact hybrid receipt
T,T010_PILOT,HYBRID_LAZY,SELECTED_K,32,128,256,BOUNDED_PASS,0,128,12288,0,2764416,484864,128,128,0,0,0,0,0,0,0,20480,20480,681,266,magnitude-final for outside-bank multiply-add,Phase-separated exact hybrid receipt
T,T010_PILOT,HYBRID_LAZY,ADAPTIVE_LRU_K_NO_ELIGIBLE_MAG_REFERENCE,32,128,256,BOUNDED_PASS,0,128,12288,0,2764416,484864,128,128,0,0,0,0,0,0,0,20480,20480,681,184,magnitude-final for outside-bank multiply-add,MAG ingress exposes no unbanked factor identity; registered LRU cannot adapt in this cell
