protocol_id,implementation,width,module,operation,architecture,evidence_class,support_status,nand2_static,dff_static,state_bits,input_bits,output_bits,port_bits,wire_bits,connections_static,max_fanout,cross_region_connections,cross_lane_connections,unit_nand_critical_depth,combinational_loop_status,notes
PAH-BUILD002-CONF0001,VFU-BINEXP-S4-WARM,8,VFU.BINEXP.S4.WARM_SCALE_CANCEL.W8,INTEGRATED_SCALE_CANCEL,BINARY_EXPONENT,STRUCTURAL_DECLARED_INTEGRATED,FULLY_INTEGRATED_EXACT_S4_STATE,864,15,15,3,21,24,896,1764,108,704,0,38,ACYCLIC,"Persistent DFF state, control/status, cap checks, malformed-state rejection, and atomic hold are charged."
PAH-BUILD002-CONF0001,VFU-BINEXP-S4,8,ADAPTER.MAG_TO_BINEXP.S4.W8,COLD_ENCODE,BINARY_MAGNITUDE_TO_BINARY_EXPONENT,STRUCTURAL_DECLARED,IMPLEMENTED_ADAPTER,4786,0,0,8,13,21,4795,9585,130,1871,0,23,ACYCLIC,Exact S4 valuations are emitted; support status distinguishes zero/S4-smooth values from unsupported cofactors.
PAH-BUILD002-CONF0001,VFU-BINEXP-S4,8,ADAPTER.BINEXP_TO_MAG.S4.W8,RECONSTRUCT,BINARY_EXPONENT_TO_BINARY_MAGNITUDE,STRUCTURAL_DECLARED,IMPLEMENTED_ADAPTER,18343,0,0,15,11,26,18359,36697,384,7848,28,46,ACYCLIC,"Malformed, saturated, and W-bit-overflow states are rejected explicitly."
PAH-BUILD002-CONF0001,PRESENCE-S4,8,ADAPTER.BINEXP_TO_PRESENCE.S4.W8,PROJECT_PRESENCE,BINARY_EXPONENT_TO_PRESENCE,STRUCTURAL_DECLARED,IMPLEMENTED_ADAPTER,212,0,0,15,6,21,228,430,10,110,36,25,ACYCLIC,Lossy presence projection; multiplicity is intentionally not represented.
PAH-BUILD002-CONF0001,PRESENCE-S4,8,ADAPTER.THERM_TO_PRESENCE.S4.W8,PROJECT_PRESENCE,THERMOMETER_TO_PRESENCE,STRUCTURAL_DECLARED,IMPLEMENTED_ADAPTER,154,0,0,22,6,28,178,314,5,102,50,24,ACYCLIC,Lossy presence projection from canonical thermometer thresholds.
PAH-BUILD002-CONF0001,VFU-ENCODING-ADAPTER-S4,8,ADAPTER.BINEXP_TO_THERM.S4.W8,BINEXP_TO_THERMOMETER,SAME_CAP_BINARY_EXPONENT_TO_THERMOMETER,STRUCTURAL_DECLARED,IMPLEMENTED_ADAPTER,331,0,0,15,24,39,348,686,21,138,55,25,ACYCLIC,Exact/saturated cap semantics are preserved; malformed and zero-with-payload sources reject.
PAH-BUILD002-CONF0001,VFU-ENCODING-ADAPTER-S4,8,ADAPTER.THERM_TO_BINEXP.S4.W8,THERMOMETER_TO_BINEXP,SAME_CAP_THERMOMETER_TO_BINARY_EXPONENT,STRUCTURAL_DECLARED,IMPLEMENTED_ADAPTER,411,0,0,22,17,39,435,839,14,179,64,27,ACYCLIC,Canonical thresholds are converted to minimal binary lanes; malformed monotonicity and saturation reject.
PAH-BUILD002-CONF0001,VFU-THERM-S4,8,VFU.THERM.S4.COMPOSE.W8,COMPOSE,THERMOMETER,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,779,0,0,44,24,68,825,1582,21,527,189,53,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,VFU-THERM-S4,8,VFU.THERM.S4.MEET.W8,MEET,THERMOMETER,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,623,0,0,44,24,68,669,1270,53,503,185,55,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,VFU-THERM-S4,8,VFU.THERM.S4.JOIN.W8,JOIN,THERMOMETER,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,641,0,0,44,24,68,687,1306,54,539,185,55,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,VFU-THERM-S4,8,VFU.THERM.S4.DIVIDES.W8,DIVIDES,THERMOMETER,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,525,0,0,44,3,47,571,1053,8,384,185,53,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,VFU-THERM-S4,8,VFU.THERM.S4.CANONICAL.W8,CANONICALVALIDATE,THERMOMETER,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,200,0,0,22,1,23,224,401,6,146,84,45,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,VFU-THERM-S4,8,VFU.THERM.S4.QUERY.P2.K1.W8,THRESHOLDQUERY,THERMOMETER,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,212,0,0,22,4,26,236,428,7,159,86,47,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
