protocol_id,width,family,trace_id,trace_sha256,source_regime,output_obligation,hostile,prime_attribution_eligible,search_repayment_eligible,policy,cache_capacity,speculation_budget,requested_instructions,ctz_calls,ctz_bit_inspections,divmod_calls,exact_divisions,failed_divisibility_probes,frontier_refinements,cache_lookups,cache_tag_comparisons,cache_hits,positive_cache_hits,negative_cache_hits,cache_misses,cache_fills,cache_updates,cache_evictions,cache_invalidations,cache_transfers,stale_hit_rejections,generation_wrap_flushes,terminal_certificates_earned,lower_bound_certificates_earned,terminal_certificates_propagated,lower_bound_certificates_propagated,propagation_exponent_adds,propagation_residual_multiplies,query_requests,speculation_queries,speculation_divmod_steps,useful_speculations,wasted_speculations,search_to_first_use_distance_total,search_to_first_use_distance_maximum,gcd_calls,gcd_modulo_steps,grouped_screen_remainders,composite_divmod_calls,magnitude_outputs,shared_magnitude_cycles,propagation_arithmetic_cycles,query_issue_cycles,odd_divmod_cycles,cache_maintenance_cycles,total_modeled_cycles,catalogue_nand_evaluations,ctz_nand_evaluations,odd_divmod_nand_evaluations,cache_nand_evaluations,total_modeled_service_nand_evaluations,modeled_evidence_class,excluded_shared_cost,correctness_checks,correctness_failures,status
PAH-BUILD005-DEMAND-VALUATION-0001,8,STATIC_REUSE,unchanged-positive-and-negative-hits,B6BF33525A2B9B829DF5FAD06137BC46E7087DDD1FAA5127A26E8D961D4C0486,COLD_MAG,MAGNITUDE_FINAL,false,false,true,BIN_DIRECT_BEST,0,0,38,0,0,100,68,32,36,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,1,2,0,36,900,0,938,24948,0,650000,0,674948,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,375,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,ADDITION_MUTATION,query-then-increment,2B0BB92382B42069DECDB1343DAF91BA59D96F8BEDAB0189B6513DD43762F068,COLD_MAG,MAGNITUDE_FINAL,true,false,true,BIN_PRIME_FRONTIER_SPEC_B1_K,2,1,157,0,0,72,24,48,65,107,211,47,0,0,60,60,15,58,48,0,142,0,58,17,0,0,0,0,48,59,49,48,11,49,2,0,0,0,0,2,50,0,107,648,125,930,74151,0,468000,204392,746543,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,1047,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,ADDITION_MUTATION,query-then-increment,2B0BB92382B42069DECDB1343DAF91BA59D96F8BEDAB0189B6513DD43762F068,COLD_MAG,MAGNITUDE_FINAL,true,false,true,BIN_PRIME_FRONTIER_SPEC_B4_K,2,4,304,0,0,266,59,207,244,254,505,0,0,0,254,254,0,252,95,0,48,0,217,37,0,0,0,0,48,206,196,48,158,49,2,0,0,0,0,2,50,0,254,2394,304,3002,176022,0,1729000,491598,2396620,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,1341,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,ADDITION_MUTATION,query-then-increment,2B0BB92382B42069DECDB1343DAF91BA59D96F8BEDAB0189B6513DD43762F068,COLD_MAG,MAGNITUDE_FINAL,true,false,true,BIN_CONTENT_ANSWER_LRU_K,4,0,98,0,0,70,22,48,48,48,182,0,0,0,48,48,0,44,0,0,0,0,48,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,2,50,0,48,630,48,776,33264,0,455000,171648,659912,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,929,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,ADDITION_MUTATION,query-then-increment,2B0BB92382B42069DECDB1343DAF91BA59D96F8BEDAB0189B6513DD43762F068,COLD_MAG,MAGNITUDE_FINAL,true,false,true,BIN_FRONTIER_NOPROP_K,4,0,98,0,0,70,22,48,48,48,182,0,0,0,48,48,0,44,48,0,182,0,48,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,2,50,0,48,630,98,826,33264,0,455000,261048,749312,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,929,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,ADDITION_MUTATION,query-then-increment,2B0BB92382B42069DECDB1343DAF91BA59D96F8BEDAB0189B6513DD43762F068,COLD_MAG,MAGNITUDE_FINAL,true,false,true,BIN_PRIME_FRONTIER_PROP_K,4,0,98,0,0,70,22,48,48,48,182,0,0,0,48,48,0,44,48,0,182,0,48,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,2,50,0,48,630,98,826,33264,0,455000,261048,749312,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,929,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,ADDITION_MUTATION,query-then-increment,2B0BB92382B42069DECDB1343DAF91BA59D96F8BEDAB0189B6513DD43762F068,COLD_MAG,MAGNITUDE_FINAL,true,false,true,BIN_PRIME_FRONTIER_SPEC_B1_K,4,1,157,0,0,72,24,48,65,107,418,47,0,0,60,60,15,56,48,0,324,0,58,17,0,0,0,0,48,59,49,48,11,49,2,0,0,0,0,2,50,0,107,648,125,930,74151,0,468000,414816,956967,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,1047,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,ADDITION_MUTATION,query-then-increment,2B0BB92382B42069DECDB1343DAF91BA59D96F8BEDAB0189B6513DD43762F068,COLD_MAG,MAGNITUDE_FINAL,true,false,true,BIN_PRIME_FRONTIER_SPEC_B4_K,4,4,304,0,0,219,44,175,212,254,1006,47,0,0,207,207,15,203,189,0,48,0,185,37,0,0,0,0,48,206,196,48,158,49,2,0,0,0,0,2,50,0,254,1971,272,2547,176022,0,1423500,940488,2540010,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,1341,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,PHASE_SHIFT,locality-to-stream,8A1E0577D8A537217FF3F1B818165C9DAD1BD8E4CA651BF50C88D5AED4A43F6C,COLD_MAG,MAGNITUDE_FINAL,true,false,true,BIN_DIRECT_BEST,0,0,193,2,2,390,264,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,1,65,0,128,3510,0,3703,88704,1008,2535000,0,2624712,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,1736,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,PHASE_SHIFT,locality-to-stream,8A1E0577D8A537217FF3F1B818165C9DAD1BD8E4CA651BF50C88D5AED4A43F6C,COLD_MAG,MAGNITUDE_FINAL,true,false,true,BIN_CONTENT_ANSWER_LRU_K,1,0,193,2,2,75,12,65,65,128,127,63,0,0,65,65,0,64,0,0,0,0,65,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,1,65,0,128,675,65,933,88704,1008,487500,84534,661746,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,1736,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,PHASE_SHIFT,locality-to-stream,8A1E0577D8A537217FF3F1B818165C9DAD1BD8E4CA651BF50C88D5AED4A43F6C,COLD_MAG,MAGNITUDE_FINAL,true,false,true,BIN_FRONTIER_NOPROP_K,1,0,193,2,2,75,12,65,65,128,127,63,0,0,65,65,0,64,64,0,5,0,65,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,1,65,0,128,675,130,998,88704,1008,487500,113004,690216,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,1736,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,PHASE_SHIFT,locality-to-stream,8A1E0577D8A537217FF3F1B818165C9DAD1BD8E4CA651BF50C88D5AED4A43F6C,COLD_MAG,MAGNITUDE_FINAL,true,false,true,BIN_PRIME_FRONTIER_PROP_K,1,0,193,2,2,75,12,65,65,128,127,63,0,0,65,65,0,64,64,0,5,0,65,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,1,65,0,128,675,130,998,88704,1008,487500,113004,690216,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,1736,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,PHASE_SHIFT,locality-to-stream,8A1E0577D8A537217FF3F1B818165C9DAD1BD8E4CA651BF50C88D5AED4A43F6C,COLD_MAG,MAGNITUDE_FINAL,true,false,true,BIN_PRIME_FRONTIER_SPEC_B1_K,1,1,258,2,2,130,32,100,124,193,192,73,0,0,120,120,4,119,64,0,9,0,100,24,0,0,0,0,128,65,65,10,55,10,1,0,0,0,0,1,65,0,193,1170,189,1617,133749,1008,845000,167316,1147073,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,1866,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,PHASE_SHIFT,locality-to-stream,8A1E0577D8A537217FF3F1B818165C9DAD1BD8E4CA651BF50C88D5AED4A43F6C,COLD_MAG,MAGNITUDE_FINAL,true,false,true,BIN_PRIME_FRONTIER_SPEC_B4_K,1,4,453,2,2,332,69,265,323,388,387,66,0,0,322,322,1,321,64,0,9,0,265,58,0,0,0,0,128,260,260,25,235,25,1,0,0,0,0,1,65,0,388,2988,388,3829,268884,1008,2158000,339888,2767780,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,2256,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,PHASE_SHIFT,locality-to-stream,8A1E0577D8A537217FF3F1B818165C9DAD1BD8E4CA651BF50C88D5AED4A43F6C,COLD_MAG,MAGNITUDE_FINAL,true,false,true,BIN_CONTENT_ANSWER_LRU_K,2,0,193,2,2,75,12,65,65,128,190,63,0,0,65,65,0,63,0,0,0,0,65,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,1,65,0,128,675,65,933,88704,1008,487500,170033,747245,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,1736,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,PHASE_SHIFT,locality-to-stream,8A1E0577D8A537217FF3F1B818165C9DAD1BD8E4CA651BF50C88D5AED4A43F6C,COLD_MAG,MAGNITUDE_FINAL,true,false,true,BIN_FRONTIER_NOPROP_K,2,0,193,2,2,75,12,65,65,128,190,63,0,0,65,65,0,63,64,0,10,0,65,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,1,65,0,128,675,130,998,88704,1008,487500,227298,804510,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,1736,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,PHASE_SHIFT,locality-to-stream,8A1E0577D8A537217FF3F1B818165C9DAD1BD8E4CA651BF50C88D5AED4A43F6C,COLD_MAG,MAGNITUDE_FINAL,true,false,true,BIN_PRIME_FRONTIER_PROP_K,2,0,193,2,2,75,12,65,65,128,190,63,0,0,65,65,0,63,64,0,10,0,65,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,1,65,0,128,675,130,998,88704,1008,487500,227298,804510,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,1736,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,PHASE_SHIFT,locality-to-stream,8A1E0577D8A537217FF3F1B818165C9DAD1BD8E4CA651BF50C88D5AED4A43F6C,COLD_MAG,MAGNITUDE_FINAL,true,false,true,BIN_PRIME_FRONTIER_SPEC_B1_K,2,1,258,2,2,130,32,100,124,193,319,73,0,0,120,120,4,118,119,0,69,0,100,24,0,0,0,0,128,65,65,10,55,10,1,0,0,0,0,1,65,0,193,1170,189,1617,133749,1008,845000,336542,1316299,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,1866,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,PHASE_SHIFT,locality-to-stream,8A1E0577D8A537217FF3F1B818165C9DAD1BD8E4CA651BF50C88D5AED4A43F6C,COLD_MAG,MAGNITUDE_FINAL,true,false,true,BIN_PRIME_FRONTIER_SPEC_B4_K,2,4,453,2,2,331,69,264,322,388,773,67,0,0,321,321,1,319,128,0,20,0,264,58,0,0,0,0,128,260,260,25,235,25,1,0,0,0,0,1,65,0,388,2979,387,3819,268884,1008,2151500,682775,3104167,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,2256,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,PHASE_SHIFT,locality-to-stream,8A1E0577D8A537217FF3F1B818165C9DAD1BD8E4CA651BF50C88D5AED4A43F6C,COLD_MAG,MAGNITUDE_FINAL,true,false,true,BIN_CONTENT_ANSWER_LRU_K,4,0,193,2,2,75,12,65,65,128,313,63,0,0,65,65,0,61,0,0,0,0,65,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,1,65,0,128,675,65,933,88704,1008,487500,345084,922296,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,1736,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,PHASE_SHIFT,locality-to-stream,8A1E0577D8A537217FF3F1B818165C9DAD1BD8E4CA651BF50C88D5AED4A43F6C,COLD_MAG,MAGNITUDE_FINAL,true,false,true,BIN_FRONTIER_NOPROP_K,4,0,193,2,2,75,12,65,65,128,313,63,0,0,65,65,0,61,64,0,30,0,65,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,1,65,0,128,675,130,998,88704,1008,487500,461304,1038516,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,1736,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,PHASE_SHIFT,locality-to-stream,8A1E0577D8A537217FF3F1B818165C9DAD1BD8E4CA651BF50C88D5AED4A43F6C,COLD_MAG,MAGNITUDE_FINAL,true,false,true,BIN_PRIME_FRONTIER_PROP_K,4,0,193,2,2,75,12,65,65,128,313,63,0,0,65,65,0,61,64,0,30,0,65,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,1,65,0,128,675,130,998,88704,1008,487500,461304,1038516,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,1736,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,PHASE_SHIFT,locality-to-stream,8A1E0577D8A537217FF3F1B818165C9DAD1BD8E4CA651BF50C88D5AED4A43F6C,COLD_MAG,MAGNITUDE_FINAL,true,false,true,BIN_PRIME_FRONTIER_SPEC_B1_K,4,1,258,2,2,130,32,100,124,193,570,73,0,0,120,120,4,116,119,0,147,0,100,24,0,0,0,0,128,65,65,10,55,10,1,0,0,0,0,1,65,0,193,1170,189,1617,133749,1008,845000,683016,1662773,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,1866,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,PHASE_SHIFT,locality-to-stream,8A1E0577D8A537217FF3F1B818165C9DAD1BD8E4CA651BF50C88D5AED4A43F6C,COLD_MAG,MAGNITUDE_FINAL,true,false,true,BIN_PRIME_FRONTIER_SPEC_B4_K,4,4,453,2,2,310,65,247,305,388,1542,88,0,0,300,300,5,296,256,0,46,0,247,58,0,0,0,0,128,260,260,25,235,25,1,0,0,0,0,1,65,0,388,2790,370,3613,268884,1008,2015000,1355304,3640196,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,2256,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,COMPOSITE_CONTROL,size-matched-divisors-and-2x3-counterexample,D519727FD8E3661F14A3697892527EBEF2832CACC43D91ED5CB3DB5A0C08C4F3,COLD_MAG,MAGNITUDE_FINAL,false,false,false,BIN_DIRECT_BEST,0,0,13,0,0,13,2,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,13,1,2,0,11,117,0,130,7623,0,84500,0,92123,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,125,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,COMPOSITE_CONTROL,size-matched-divisors-and-2x3-counterexample,D519727FD8E3661F14A3697892527EBEF2832CACC43D91ED5CB3DB5A0C08C4F3,COLD_MAG,MAGNITUDE_FINAL,false,false,false,BIN_CONTENT_ANSWER_LRU_K,1,0,13,0,0,13,2,11,11,11,10,0,0,0,11,11,0,10,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,13,1,2,0,11,117,11,141,7623,0,84500,9636,101759,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,125,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,COMPOSITE_CONTROL,size-matched-divisors-and-2x3-counterexample,D519727FD8E3661F14A3697892527EBEF2832CACC43D91ED5CB3DB5A0C08C4F3,COLD_MAG,MAGNITUDE_FINAL,false,false,false,BIN_FRONTIER_NOPROP_K,1,0,13,0,0,13,2,11,11,11,10,0,0,0,11,11,0,10,1,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,13,1,2,0,11,117,13,143,7623,0,84500,10512,102635,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,125,0,IMPLEMENTED_TRACE_PASS
